feedback,sentiment,category
"Unfortunately, the order status is displaying incorrectly Please help.",negative,bug
I am having trouble because please add dark mode to the application Can you fix this?,positive,feature_request
Please provide an option to change the language,positive,feature_request
"Honestly, it would be useful to have a wishlist",neutral,feature_request
"Recently, my payment is stuck This happens repeatedly.",negative,payment
The app becomes slow during checkout This is frustrating.,negative,performance
I am having trouble because the interface needs improvement,negative,ui
"Unfortunately, i have not received a response from support Please look into it.",negative,support
"For some reason, it would be useful to have a wishlist Can you fix this?",neutral,feature_request
"Unfortunately, the application closes unexpectedly Please look into it.",negative,bug
I am having trouble because the support experience was disappointing This happens repeatedly.,negative,support
"Recently, the order status is displaying incorrectly This is frustrating.",negative,bug
"For some reason, my payment is stuck Please look into it.",neutral,payment
I am unable to pay for my order This is frustrating.,negative,payment
The notification is showing the wrong information Can you fix this?,negative,bug
Please add more payment methods I need assistance.,neutral,feature_request
I noticed that the application interface is easy to use,neutral,ui
"Today, the app becomes slow during checkout I need assistance.",negative,performance
"Recently, i would like an option to download invoices This happens repeatedly.",neutral,feature_request
I noticed that the design is simple and user friendly This happens repeatedly.,negative,ui
"For some reason, support took too long to respond",positive,support
"For some reason, i am unable to access my account This happens repeatedly.",negative,login
"Honestly, the app crashes whenever I upload a file Please help.",negative,bug
"Unfortunately, something is broken in the application Can you fix this?",negative,bug
"Recently, i have not received a response from support Please help.",neutral,support
"For some reason, i found a bug in the checkout process This is frustrating.",negative,bug
"Unfortunately, can you add fingerprint login This happens repeatedly.",neutral,feature_request
